name,within,within1,lat,long
Cloonymurrikin,Ardnurcher or Horseleap,Lauree,53.387917722,-7.5445075
Creenagh Glebe,Killashandra,Killashandra,53.9916601815,-7.539948869
Drumany More,Kinawley,Crum,54.1638973496,-7.541355427
Tullyrap,Taughboyne,Feddyglass,54.8719976128,-7.5391577024
Ballynennan (Lloyd),Drangan,Drangan,52.5298105319,-7.5384533244
Ballyhugh,Drumlane,Ardue,54.0825913166,-7.537890487
Moranstown,Kilbixy,Kilbixy,53.5865990427,-7.5323011702
Brackagh,Lynally,Tullamore Rural,53.241865987,-7.5419151101
Lisdoo,Urney,Urney East,54.7674866953,-7.5418816584
Baunoge,Aghaboe,Grantstown,52.8547877675,-7.540980618
Dring,Columbkille,Mullanalaghta,53.8176669922,-7.5342363853
Coolcullen,Mothell,Mothell,52.7591109008,-7.1095352601
Cumminstown,Kilbixy,Kilbixy,53.5997431276,-7.5327719318
Inisclan,Urney,Urney East,54.7557855972,-7.5341382461
Tatnamallaght,Derryvullan and Islands,Lisbellaw,54.3114519655,-7.5427487539
Derrydooan Upper,Rathaspick,Rathowen,53.6527784257,-7.5375457735
Aghawee,Clonleigh,Clonleigh South,54.8162565785,-7.5393738271
Crew Upper,Ardstraw (Strabane Lower portion),Listymore,54.719657378,-7.5310931643
Ballynascarry (Gore),Tubbridbritain,Tubbridbrittain,52.6945913924,-7.534095704
Ballinderry Little,Kilbeggan,Lauree,53.375661866,-7.5364525544
Kilmacnevan,Kilmacnevan,Kilbixy,53.5677740269,-7.5387754663
Ballycuddihy,Fertagh,Johnstown,52.7506074974,-7.5296489346
Murlough,Allsaints,Newtown Cunningham,55.0001707481,-7.539964007
Drumcartagh or Diamondhill,Kildallan,Diamond,54.0411548981,-7.5422417679
Grangehill,Kilcooly,Kilcooly,52.6527971523,-7.5381541202
Forttown,Urney,Urney East,54.7961060448,-7.5143989648
Aghnacor,Killashandra,Springfield,53.9721325795,-7.5410927439
Ballygauge More,Killermogh,Killermogh,52.8688449896,-7.435795924
Kintale,Killygarvan,Rathmullan,55.1127266904,-7.5381124268
Kilrossanty,Kilrossanty,Tinnasaggart,52.1783898796,-7.5355971335
Charleville Demesne,Lynally,Tullamore Rural,53.2602309823,-7.5260893791
Derryart,Tomregan,Ashyoule,54.1549686295,-7.5397525874
Momeen,Taughboyne,Treantaghmucklagh,54.9097906339,-7.5337541282
Gragaugh,Lismalin,Ballingarry,52.5643682068,-7.5309558213
Knockyelan,Kilrossanty,Mountkennedy,52.1643902462,-7.5327852172
Listiernan,Kildallan,Carn,54.0621401991,-7.53673782
Clondallan,Killygarvan,Rathmullan,55.1298336041,-7.537324767
Coragh Glebe,Killashandra,Killashandra,54.0005731972,-7.5373201225
Kyleballygalvan,Ballingarry,Farranrory,52.6208009598,-7.535059955
Hunterstown,Urney,Urney East,54.7875909149,-7.5415971629
Loughan,Rathconrath,Rathconrath,53.5179782323,-7.5298672358
Garryduff,Kildellig,Grantstown,52.893630419,-7.5316586548
Gorragh Lower,Kilmanman,Clonaslee,53.1362488676,-7.5345561064
Loughooly,Callan,Callan Rural,52.5543386133,-7.3934658335
Creevy,Ardstraw (Strabane Lower portion),Magheracreggan,54.6767148614,-7.5342347872
Milltown,Raymoghy,Newtown Cunningham,54.9787016089,-7.5397748575
Rahandrick Upper,Bordwell,Grantstown,52.8833635306,-7.534486104
Rathclittagh,Rathaspick,Glenlough,53.6260636111,-7.5376606396
Naan Island South,Aghalurcher,Kilmore,54.2316234824,-7.5361170589
Bunnahesco,Aghalurcher,Belle Isle,54.2652190058,-7.5212937612
Dullaghan,Dromore,Greenan,54.5422520756,-7.5244996018
Drummully West,Kildallan,Killashandra,54.0352068011,-7.5400380614
Derryhowlagh East,Derrybrusk,Belle Isle,54.2737854992,-7.5361137069
Tullydoortans,Urney,Attaclady,54.7422323581,-7.5315598599
Ballynacarrigy,Kilbixy,Kilbixy,53.5867272849,-7.5386407898
Coolavannagh,West Longfield,Clunahill,54.5813982727,-7.5222316035
Balloo,Street,Coolamber,53.7206327689,-7.4718710873
Clady,Urney,Urney East,54.7912703589,-7.5359770067
Kilnarainy,Kinawley,Drummully,54.2057213421,-7.5395655875
Beagh,Magheracross,Newporton,54.4130085442,-7.5310404017
Coolnamony Upper,Rearymore,Tinnahinch,53.1178213271,-7.5182197867
Coolnabanch,Kilmanman,Clonaslee,53.1566443057,-7.5381264557
Cappaduff,Ardnurcher or Horseleap,Castletown,53.4032437561,-7.5322803185
Ballinulty Upper,Columbkille,Dalystown,53.7993962053,-7.5352769642
Springhill,Clonleigh,Clonleigh South,54.8375461544,-7.535538932
Ballybogan,Clonleigh,Clonleigh South,54.8066554302,-7.535403227
Brackagh Castle,Ardnurcher or Horseleap,Lauree,53.3875152588,-7.5395104987
Scarvagherin,Ardstraw (Strabane Lower portion),Magheracreggan,54.7093725176,-7.5305627599
Aghnahily Bog,Dysartenos,Ballycarroll,53.0340679856,-7.2350353896
Skerryglass,Urney,Urney East,54.7811231018,-7.5409976744
Gneevebrack,Castletownkindalen,Castletown,53.4077608873,-7.5379449372
Redmondstown,Churchtown,Churchtown,53.4704353371,-7.5222462131
Feddyglass,Taughboyne,Feddyglass,54.8772046104,-7.5313193695
Drimmo,Offerlane,Lacka,53.0426347931,-7.5354094184
Cornanoe,Kinawley,Drummully,54.2230834639,-7.5345125092
Bordwell Big,Bordwell,Grantstown,52.8752767152,-7.5336068285
Corraun,Aghaboe,Kildellig,52.920310916,-7.527599733
Moyle,Allsaints,Newtown Cunningham,54.9946010945,-7.534869667
Ballyreagh,Derrybrusk,Ballyreagh,54.3903206372,-7.5190293325
Drumquill,Drumlane,Milltown,54.0556994333,-7.526768583
Loch Gowna (Scrabby),Scrabby,Scrabby,53.8766565328,-7.5337469878
Taghboyne,Churchtown,Ballymorin,53.4797737794,-7.5328281074
Corranea Glebe,Killashandra,Arvagh,53.9411532166,-7.529573662
Derrintray Glebe,Kilmanman,Clonaslee,53.1720223927,-7.5370112471
Bernyhill,Scrabby,Scrabby,53.8899158204,-7.5359029918
Guystown,Clonleigh,Clonleigh North,54.8484574899,-7.5346343121
Clonagh East,Lynally,Screggan,53.2390110448,-7.5143610514
Cloonshannagh or Coolamber Manor Demesne,Street,Coolamber,53.7189964382,-7.5228969244
Coniker,Durrow,Durrow,53.32473765,-7.5361976402
Dooish,Raymoghy,Treantaghmucklagh,54.9600643866,-7.5269506914
Drumcramph,Aghalurcher,Belle Isle,54.2753915347,-7.5117300695
Ture,Drumlane,Ardue,54.0956482193,-7.5351711556
Newgrove,Dysartmoon,Brownsford,52.4463733113,-7.0243849366
Clonagh West,Lynally,Screggan,53.2352060596,-7.5327520247
Sraneeg,Castletownkindalen,Castletown,53.428437016,-7.5335229737
Drummannagapple,Kinawley,Crum,54.179031389,-7.537708397
Deerpark,Kilcooly,Kilcooly,52.6614857363,-7.5339998146
Drumbinnion,Kilskeery,Moorfield,54.4782886843,-7.5275250264
Aghafin,Offerlane,Castletown,52.9673605245,-7.5173600229
Curkin,Errigal Trough,Anketell Grove,54.3608477112,-6.9860974617
Altnaglushan,Donaghmore,Clonavaddy,54.5315063076,-6.9604189423
Kilskeery Glebe,Kilskeery,Kilskeery,54.4387875436,-7.5369857227
Ballybrien,Granard,Granard Rural,53.7714466525,-7.5323633005
Drumucklagh,Taughboyne,Feddyglass,54.8860623852,-7.5338860179
Sheercloon,Clonleigh,Clonleigh North,54.8547017084,-7.5390461903
Ardue,Drumlane,Ardue,54.105488833,-7.5341357175
Greaghduff (Killinkere Civil Parish),Killinkere,Bailieborough,53.8980261529,-7.0324733652
Knockfin,Aghaboe,Kilnaseer,52.8427932501,-7.532482746
Mullan (East),Kinawley,Crum,54.1455801506,-7.5255401589
Shurock,Castletownkindalen,Streamstown,53.434820848,-7.5341840724
Gurteen (Bryan),Kilvemnon,Anner,52.4793028899,-7.5296316933
Deerpark,Kilmacnevan,Kilbixy,53.5765328812,-7.5367741956
Aghinish,Kinawley,Aghakellymaude,54.2229530723,-7.516339841
Croughal,Churchtown,Churchtown,53.494359788,-7.5209546228
Grattan,Kinawley,Crum,54.1918959233,-7.5374167976
Glenbower,Offerlane,Clonin,53.0163105446,-7.531217031
Tattygare,Cleenish,Lisbellaw,54.3223565641,-7.5342341041
Barravey,West Longfield,West Longfield,54.6231341593,-7.5335726553
Yewer Glebe,Killashandra,Killashandra,54.0085295562,-7.5352794615
Clashanisky,Kilsheelan,Kilsheelan,52.3857507489,-7.5374748391
Ballygilchrist,Granard,Granard Rural,53.7816017614,-7.5302642369
Kildangan,Durrow,Durrow,53.3097906536,-7.5297169177
Drumnaha,Clonleigh,Clonleigh South,54.8414894435,-7.5350119886
Stranagummer,Kilskeery,Trillick,54.4583106047,-7.5323911959
Cartron West,Kilbride,Silverbrook,53.2754763991,-7.5378567699
Ballynalug,Rearymore,Tinnahinch,53.1152037859,-7.5104022046
Cloncurry,Lismalin,Modeshil,52.5670760632,-7.514309475
Rakelly,Errigal Trough,Shanmullagh,54.3887141529,-7.0354472638
Crannagh,Offerlane,Clonin,52.9913961657,-7.5245180671
Hill Head,West Longfield,West Longfield,54.6117110801,-7.537993562
Aghanoran,Columbkille,Mullanalaghta,53.8492365024,-7.5293782806
Baunbrack,Aghaboe,Kildellig,52.9340784188,-7.5363619088
Brockagh,Kilmanman,Clonaslee,53.1733435817,-7.5199335721
Gayfield,Kilbride,Tullamore Urban,53.2614667626,-7.4797757317
Stephenstown,Urney,Urney East,54.7969551418,-7.5344293053
Magheracreggan,Ardstraw (Strabane Lower portion),Magheracreggan,54.6915097682,-7.5354300675
Killygarvan Upper,Killygarvan,Rathmullan,55.1209206477,-7.5338589563
Kilgaroan,Ardnurcher or Horseleap,Lauree,53.3626865141,-7.5290648153
Coalpitparks,Aghaviller,Aghaviller,52.4520185051,-7.2853228161
Drumdran,Cleenish,Lisbellaw,54.3118196632,-7.5089924174
Cordonaghy,Scrabby,Arvagh,53.9058851303,-7.5330278595
Inchanaclogh,Tullahought,Killamery,52.4293440741,-7.3872590777
Common,Dysert,Glen,52.3392597365,-7.539551915
Corlaghdergan,Dromore,Greenan,54.5112863653,-7.5259719913
Roundwood,Offerlane,Lacka,53.0269227607,-7.5299174083
Mountdrum,Cleenish,Lisbellaw,54.3367052043,-7.5328891804
Corradovar,Kinawley,Drummully,54.210482399,-7.5321471237
Tinnahinch,Rearymore,Tinnahinch,53.1186968952,-7.4832285216
Lurrig,Castletownkindalen,Castletown,53.4198785589,-7.5354487379
Mulnaveagh,Clonleigh,Clonleigh North,54.8646676037,-7.5274285941
Bredagh,Castletownkindalen,Castletown,53.4160588472,-7.5343271237
Lettergull,Taughboyne,Feddyglass,54.8984698837,-7.5251266251
Monagead,Street,Street,53.6503057534,-7.4510513091
Kilcash,Kilcash,Kilcash,52.3971094603,-7.5223713089
Ederdaglass or Hollybank,Cleenish,Lisbellaw,54.311992049,-7.5360057622
Bohora,Killashandra,Springfield,53.9807930211,-7.5368129355
Tinklersford,Raymoghy,Newtown Cunningham,54.987809455,-7.5366705211
Carrickaness,West Longfield,West Longfield,54.6151278013,-7.5324796969
Kinmeen North,Kinawley,Drummully,54.1964926911,-7.5332576715
Rathmore,Kilmacnevan,Sonna,53.5612207524,-7.5300696061
Screeby,Kilskeery,Kilskeery,54.4223427657,-7.528328101
Drumbagh,Kildallan,Killashandra,54.0431018278,-7.5368550414
Clonea Upper,Clonea,Clonea,52.1144204304,-7.5352567164
Drumeeshil,Kinawley,Crum,54.1720397167,-7.5377019288
Gortanear,Street,Street,53.7026453211,-7.5060917891
Mullyknock or Topped Mountain,Enniskillen,Ballyreagh,54.3623633932,-7.5176777524
Kilmacahill or Caraun,Rathaspick,Glenlough,53.6399551952,-7.5275975116
Donaghmore Upper,Fertagh,Johnstown,52.7443311769,-7.5282859876
Knockacoller,Offerlane,Castletown,52.9713166515,-7.5280387033
Ballymacroly,Granard,Granard Rural,53.7666719138,-7.5332785406
Brockagh,Taughboyne,Treantaghmucklagh,54.9205123149,-7.5300930496
Ederdaglass or Hollybank,Derryvullan and Islands,Lisbellaw,54.3128522741,-7.5392398486
Gortnasmuttaun,Ballingarry,Farranrory,52.6114750434,-7.531937937
Clash,Offerlane,Clonin,53.0163858151,-7.516811974
Kilmore Robinson,West Longfield,Bomackatall,54.6532808833,-7.5232178041
Shancroaghan,Killashandra,Killashandra,54.023007999,-7.5330737914
Kilnacross,Kildallan,Carn,54.0733975239,-7.534408233
Guileen,Timogue,Timogue,52.970079404,-7.1558139524
Glentown,Urney,Urney East,54.7807969683,-7.5269238801
Derrylaney,Kinawley,Crum,54.1498716818,-7.5329788234
Keeloge,Durrow,Lauree,53.3300437674,-7.5338454946
Tonaphort,Kilbeggan,Kilbeggan,53.3534715649,-7.5078372046
Derryhooly,Kinawley,Crum,54.1390532888,-7.5324621187
Corraquill,Drumlane,Ballyconnell,54.129196258,-7.5296146058
Portaliff or Townparks,Killashandra,Killashandra,54.0099032849,-7.5255206229
Ballykeroge Big,Kilrossanty,Mountkennedy,52.1265101422,-7.5212992567
Dromore,Castletownkindalen,Castletown,53.4238551982,-7.5252684779
Ballydorey,Rathaspick,Rathowen,53.6558224489,-7.533909755
Derrychorran,Kinawley,Crum,54.1589624597,-7.5315104859
Greenan,Dromore,Greenan,54.5540540177,-7.5141714815
Clifden Commons,Gowran,Gowran,52.6442309439,-7.0747816547
Kylawilling,Kilvemnon,Anner,52.4753794634,-7.5161383797
Cloonacarn,Derrybrusk,Belle Isle,54.2660065975,-7.5339896176
Ballyvadlea,Isertkieran,Mullinahone,52.5164989599,-7.5288846807
Englishtown,Kilrossanty,Mountkennedy,52.1337678138,-7.5329585164
Killiskea,Kilbride,Tullamore Rural,53.2780110498,-7.5326558867
Tullymoan,Urney,Urney East,54.771355583,-7.5312899441
Cloncullen,Clonenagh and Clonagheen,Trumra,53.0244915825,-7.4199783434
Muineagh,Desertegny,Desertegny,55.192473598,-7.528660662
Lenan,Clonmany,Dunaff,55.2373737714,-7.515693759
Kilpatrick,Ballybrackan,Ballybrackan,53.1067481654,-7.0304474467
Drummully East,Kildallan,Killashandra,54.0326352695,-7.5295723536
Baunrickeen,Fertagh,Glashare,52.7827625381,-7.5294884211
Loughanstown Lower or Slievelahan,Russagh,Rathowen,53.671269957,-7.5288002075
Brookfield,Lynally,Tullamore Rural,53.2435098271,-7.5279880563
Baungarrow,Fertagh,Glashare,52.7720483347,-7.5319542806
Ballydonnell,Lismalin,Ballingarry,52.5402378472,-7.521640275
Mace,Rathaspick,Glenlough,53.6304534935,-7.5273362686
Druminiskill,Kinawley,Crum,54.1717929969,-7.5304266743
Derry,Kilskeery,Kilskeery,54.4417439882,-7.5294095442
Crossan,Kilskeery,Moorfield,54.4832920922,-7.5221351768
Drummully,Kinawley,Drummully,54.2030034335,-7.5292605687
Tattymacall,Cleenish,Lisbellaw,54.328289253,-7.5243773735
Grangecrag,Kilcooly,Kilcooly,52.6689635036,-7.5319721123
Newtown,Kilcooly,Ballybeagh,52.6750910487,-7.5254782678
Bin,Killygarvan,Rathmullan,55.1372399842,-7.5363397188
Davidstown,Rathconrath,Rathconrath,53.5485650586,-7.5237545507
Rathconrath,Rathconrath,Rathconrath,53.5253205684,-7.5291070435
Kilbrack,Rathgormuck,Rathgormuck,52.3053415466,-7.5254787535
Williamstown,Ballingarry,Farranrory,52.6324187844,-7.5175151622
Ross,Rearymore,Tinnahinch,53.1275320597,-7.5270898761
Greaghduff (Bailieborough Civil Parish),Bailieborough,Bailieborough,53.9040653721,-7.0352703132
Ballynacloghy,Isertkieran,Mullinahone,52.5056787845,-7.5276321395
Behy,Killashandra,Bruce Hall,53.92701311,-7.5279249409
Knockavea,Clones (Clankelly portion),Rosslea,54.2461618264,-7.1918197033
Whitehouse,Ardstraw (Strabane Lower portion),Magheracreggan,54.6969388421,-7.5254136651
Camphill,Offerlane,Castletown,52.9829321175,-7.5303351115
Westcourt South,Callan,Callan Rural,52.5493302528,-7.4091142252
Faughard,Cleenish,Lisbellaw,54.3161862449,-7.5292483543
Renaghmore,Kilcooly,Kilcooly,52.6558314603,-7.5252413746
Ballyduff,Kilbride,Durrow,53.2928153417,-7.5252233297
Middlemount or Ballyvoghlaun,Coolkerry,Grantstown,52.8564597751,-7.5250737904
Briska Upper,Kilrossanty,Comeragh,52.191082558,-7.5275441228
Feugh (Bishops),Drumlane,Milltown,54.0486835031,-7.5277244938
Carrigeennageragh Little,Kilrossanty,Mountkennedy,52.1459534547,-7.5309237637
Gortin North,Clonleigh,Clonleigh North,54.8566840841,-7.5288447882
Clonad,Geashill,Killeigh,53.2247121725,-7.5199780874
Gneevestown,Conry,Ballymorin,53.4847957418,-7.5311145235
Drumkilroosk,Killashandra,Springfield,53.9621342527,-7.5305465301
Garnagale,Tubbridbritain,Tubbridbrittain,52.6866989622,-7.527438011
Fyfin,Ardstraw (Strabane Lower portion),Listymore,54.7274580453,-7.522143223
Killalea,Castletownkindalen,Castletown,53.4105024784,-7.5332977078
Tonduff,Desertegny,Desertegny,55.2085576418,-7.5107913086
Cornagran,Scrabby,Scrabby,53.8661783895,-7.5290416011
Ballynacarrigy Old,Kilbixy,Kilbixy,53.5865500631,-7.5238874436
Urney Glebe,Urney,Urney East,54.8042294743,-7.5262855411
Corlea,Kilskeery,Trillick,54.4497203645,-7.5283704314
Glashare,Glashare,Glashare,52.7882685184,-7.5178371899
Churchtown,Clonleigh,Clonleigh South,54.8113070648,-7.5269725868
Gortree,Allsaints,Castleforward,54.9755577789,-7.5257450213
Mullaghkippin,Derrybrusk,Belle Isle,54.2819082011,-7.5315901967
Saltpans,Killygarvan,Rathmullan,55.1336327449,-7.5272264507
Rapla,Aghmacart,Kilnaseer,52.8283325483,-7.5223101821
Tully,Killashandra,Springfield,53.977198609,-7.5301022444
Cloghtogle,Enniskillen,Lisbellaw,54.3488236035,-7.5210011395
Mullylun,Kinawley,Crum,54.1792635458,-7.5248628538
Kilnaseer,Aghmacart,Kilnaseer,52.8457955381,-7.5123794576
Ridge,Borrismore,Urlingford,52.7144521711,-7.5275474575
Glen,Clonea,Clonea,52.1187424545,-7.52553323
Windtown South,Russagh,Rathowen,53.6647630004,-7.5254558328
Drumbo,Kildallan,Killashandra,54.0402590426,-7.5285513327
Keelough Glebe,Aghaboe,Kildellig,52.9343439645,-7.5279469211
Glasmullagh South,Kilskeery,Kilskeery,54.4307174094,-7.528396809
Ballyglass,Rathconrath,Rathconrath,53.5341842471,-7.5276287937
Gortnalaght,Kilrossanty,Comeragh,52.1816029892,-7.518213855
Glar,Allsaints,Newtown Cunningham,55.0039146263,-7.5292727332
Tyleford,Clonleigh,Clonleigh North,54.8472753679,-7.5103211204
Garransilly,Kilcooly,Kilcooly,52.6417904925,-7.5199578775
Durrow Demesne,Durrow,Durrow,53.3237605448,-7.5208490413
Aghnaloo,Derrybrusk,Belle Isle,54.2893518936,-7.5252647861
Ballymacmorris,Kilbeggan,Kilbeggan,53.3844056298,-7.5190253336
Drumhillagh,Killashandra,Killashandra,53.9929111755,-7.5294184802
Coolnacrutta,Glashare,Glashare,52.7983329474,-7.510022676
Tinock,Ballingarry,Ballingarry,52.5873527699,-7.5233535569
Tullohea,Garrangibbon,Kilcash,52.4244814533,-7.5105194281
Forekill,Clomantagh,Tubbridbrittain,52.7024225725,-7.5263166401
Drumad,Cleenish,Derrybrusk,54.308110184,-7.5222917561
Stanney,Killeshin,Graigue,52.8578632045,-6.9750177061
Carrickduff,Abbeylara,Dalystown,53.808123182,-7.5254479975
Cloon,Cleenish,Derrybrusk,54.3029113693,-7.5308721908
Glensmoil,Clonleigh,Clonleigh South,54.8231634351,-7.5255377747
Aghaveans,Scrabby,Scrabby,53.8792352259,-7.5198038068
Lisnaboy,Moybolgue,Moybolgue,53.8802461736,-6.8997262765
Rath,Street,Rathowen,53.6770327764,-7.5155802851
Kirlish,West Longfield,Bomackatall,54.6322687939,-7.5144486666
Mount Prospect or Tullyoran,Kinawley,Crum,54.1844238534,-7.5239375324
Ballaghboy,Ballingarry,Ballingarry,52.5760909773,-7.5196479106
Kinnegar,Killygarvan,Rathmullan,55.1087035626,-7.5315441039
Rossmacole,Aghalurcher,Kilmore,54.2371983708,-7.4964980113
Drumharriff,Aghalurcher,Belle Isle,54.2717479912,-7.5228290664
Ferskill,Granard,Milltown,53.7562179802,-7.521915272
Ross,Mothel,Ross,52.2735221784,-7.5073724707
Ballycorkey,Kilbixy,Kilbixy,53.6184577164,-7.5252916242
Coolaboghlan,Kilmanman,Clonaslee,53.1649057487,-7.5283136842
Clonincurragh,Offerlane,Clonin,53.0058007173,-7.5140938109
Coolbeg,Aghalurcher,Kilmore,54.2572469323,-7.5277672025
Coolbally,Aghaboe,Grantstown,52.9002707989,-7.5211170609
Foilmarnel Upper,Ballingarry,Farranrory,52.5960330164,-7.5195992658
Aghamore,Kilbeggan,Kilbeggan,53.3715484994,-7.5010335029
Oldtown,Aghmacart,Cullahill,52.8079148046,-7.5098842597
Mauganstown,Kilsheelan,Kilsheelan,52.3760986358,-7.5247213607
Monfad,Allsaints,Newtown Cunningham,54.9874161639,-7.5263400208
Naan Island East,Aghalurcher,Kilmore,54.233795472,-7.5332458304
Ballygowdan,Aghaboe,Cuffsborough,52.890482985,-7.5055834183
Treantaghmucklagh,Taughboyne,Treantaghmucklagh,54.9321511264,-7.521967507
Ballydine,Kilsheelan,Kilsheelan,52.3663408849,-7.5225091372
Ballinderry Big,Kilbeggan,Kilbeggan,53.3676702825,-7.5201552208
Millsessiagh,Clonleigh,Clonleigh South,54.842454475,-7.5287625851
Rathowen,Rathaspick,Rathowen,53.6516958214,-7.521984152
Unshinagh Upper,Clonleigh,Clonleigh South,54.8178233291,-7.5271274976
Coolbuck,Cleenish,Lisbellaw,54.3374505881,-7.5156981043
Mullaghinshogagh,Kinawley,Crum,54.1638465212,-7.5239837044
Balrath,Churchtown,Churchtown,53.5081362038,-7.5093183751
Sevensisters,Fertagh,Johnstown,52.7342264257,-7.5238447895
Lackanwood,Lackan,Lackan,53.649552136,-7.4267010272
Drumbriskan,Scrabby,Scrabby,53.8929004878,-7.5252549951
Mullaghboy,Drumlane,Ardue,54.0792420011,-7.5274287961
Collow,West Longfield,Drumquin,54.6048880185,-7.5247796014
Ballynakilly,Inch,Inch Island,55.0671185442,-7.5189080142
Ballykeroge Little,Kilrossanty,Mountkennedy,52.1393188632,-7.5254201064
Rossalee,Offerlane,Lacka,53.0409821149,-7.5208538788
Knockyoolahan West,Clonea,Clonea,52.1100790087,-7.5239269283
Ballindrait,Clonleigh,Clonleigh North,54.8476559043,-7.524376238
Clonca,Mostrim,Coolamber,53.7023741223,-7.5202059123
Bomackatall Upper,West Longfield,Bomackatall,54.6430612518,-7.5087096343
Gallid,Granard,Granard Rural,53.789901097,-7.5230947039
Corrigeen,Offerlane,Donore,52.9461001176,-7.5232422804
Clondalee More,Killyon,Killyon,53.5046042756,-7.0123663705
Drumgerd,Killashandra,Killashandra,53.9876320463,-7.5251889974
Ballynascarry (Butler),Tubbridbritain,Tubbridbrittain,52.6910590471,-7.5253976071
Tullaghanmore,Castletownkindalen,Castletown,53.4085352416,-7.5254204482
Cloonagh Beg,Kilmanman,Clonaslee,53.173667405,-7.5246898374
Corraclare,Aghalurcher,Belle Isle,54.2951031424,-7.5260157543
Clonamullig,Drumlane,Ardue,54.0904165791,-7.5273659762
Lemybrien,Kilrossanty,Comeragh,52.1677335764,-7.5168498982
Ballysallagh (Fox),Kilbixy,Sonna,53.5825503521,-7.5201142819
Drumroosk,Killashandra,Killashandra,54.001058672,-7.5268155547
Kilnaglare,Drumlane,Ardue,54.0682536018,-7.5244656705
Ballydavin,Rathdowney,Kilnaseer,52.8183715026,-7.5252731003
Urney,Urney,Urney East,54.8002749706,-7.5212925479
Inishlught,Kinawley,Aghakellymaude,54.2262249667,-7.5262586859
Islands,Lismalin,Ballingarry,52.552078342,-7.5173068671
Bunastick,Kilmanman,Clonaslee,53.1443919762,-7.5239386341
Clorhaun,Rossconnell,Durrow,52.8505362765,-7.3523109525
Ballybought,Durrow,Durrow,53.3367730557,-7.5126782637
Moylemoss,Allsaints,Newtown Cunningham,54.9998905849,-7.5232449705
Cones,Rearymore,Capard,53.0957180085,-7.4982991972
Derrygoon,Ardstraw (Strabane Lower portion),Magheracreggan,54.6717856666,-7.5181934453
Crough,Kilrossanty,Comeragh,52.2074824469,-7.5178389208
Kilnagun,Lurgan,Virginia,53.8124338261,-7.0201649266
Kinoughtragh,Kinawley,Crum,54.1559248434,-7.5189943525
Killygarvan Lower,Killygarvan,Rathmullan,55.1212955955,-7.524418854
Tomassan,Drumlane,Ardue,54.1124125013,-7.5263444039
Curraghacronacon,Abbeyleix,Abbeyleix,52.8673787522,-7.3456679763
Killard,Ardnurcher or Horseleap,Castletown,53.4012014761,-7.5161102808
Lisgonnell,Errigal Keerogue,Ballygawley,54.4679167185,-7.0302983125
Ballyclohy,Dysert,Glen,52.3399017422,-7.5168220533
Magheralough,Ardstraw (Strabane Lower portion),Magheracreggan,54.6843916373,-7.5219631984
Rathfure,Kinawley,Crum,54.1920715305,-7.5255444564
Cookesfield,Offerlane,Castletown,52.9692000789,-7.4940332443
Derrybrick,Kinawley,Drummully,54.1975785272,-7.5219310492
Tinode,Street,Street,53.6870022226,-7.5114985651
Garranrobin,Kilmaganny,Kilmaganny,52.4764467988,-7.3537427982
Ballyfarrell,Kilmanman,Clonaslee,53.1417915925,-7.5209097131
Ballyhug,Kilbixy,Sonna,53.5785443601,-7.4842475663
Tullywhisker,Urney,Attaclady,54.7517172196,-7.5164765503
Brottonstown,Mullingar,Greenpark,53.5241461237,-7.4762732375
Paulsacres,Kilrossanty,Foxâs Castle,52.1526759578,-7.5265720615
Killeen,Castletownkindalen,Castletown,53.4557949187,-7.5231636051
Fenane,Kilvemnon,Mullinahone,52.524105405,-7.5200671663
Inishroosk,Aghalurcher,Kilmore,54.2405844018,-7.5187681212
Gorteen or Gorteenaterriff,Killashandra,Bruce Hall,53.913184611,-7.5213064866
Glasdrumman,Derrybrusk,Ballyreagh,54.3692703781,-7.5234061535
Ballydrohid,Kilbride,Tullamore Rural,53.2777568253,-7.519895296
Clonaslee,Kilmanman,Clonaslee,53.1498168812,-7.5245560164
Gneevebeg,Castletownkindalen,Castletown,53.417315182,-7.5158429502
Droles,Derrybrusk,Belle Isle,54.27779009,-7.5216265928
Derrycoffey,Croghan,Croghan,53.3633246998,-7.3215837928
Farranrory Upper,Ballingarry,Farranrory,52.6142645611,-7.5194805726
Grantstown,Bordwell,Grantstown,52.8696159162,-7.5133533397
Gorteen,Geashill,Killeigh,53.2008982894,-7.5049944597
Rathtrim,Rathconrath,Rathconrath,53.5353578524,-7.5198750644
Clontycoo,Drumlane,Ardue,54.0751862179,-7.5229719697
Knockroe,Monaghan,Monaghan Rural,54.2453168857,-6.9873959804
Killen,West Longfield,West Longfield,54.6210814034,-7.516271906
Killyfern,Drumlane,Milltown,54.0595394549,-7.5223704834
Croostan,Kinawley,Drummully,54.2074635338,-7.522559292
Clowney,Drumlane,Ardue,54.0975908261,-7.5201404389
Adamstown,Conry,Churchtown,53.4863816857,-7.5232345518
Birdtown,Clonleigh,Clonleigh South,54.8373138137,-7.5247680214
Rath,Kilbixy,Kilbixy,53.5927485544,-7.5223317126
Drumroe,Killashandra,Springfield,53.9489477153,-7.5201277456
Tamnawood,Clonleigh,Clonleigh North,54.8526601346,-7.5231509434
Blanket Nook,Allsaints,Castleforward,55.011321031,-7.5161079909
Baronstown,Kilbixy,Kilbixy,53.6040381957,-7.521976885
Glenglush,Ardstraw (Strabane Lower portion),Listymore,54.7350952527,-7.5148763682
Tullaghansleek,Castletownkindalen,Castletown,53.4132661365,-7.5235914645
